Age,State,Insurance Type,Annual Premium (AUD),Claim Amount (AUD),Claim Status,Policy Start Date,Policy End Date,Product Tier,Payment Frequency,Risk Score
57,NSW,Home,1414.75,3321.01,Approved,18-08-2023,17-08-2024,Gold,Annually,0.61
51,QLD,Health,4671.67,17376.04,Pending,31-12-2023,30-12-2024,Gold,Annually,0.77
72,VIC,Car,4890.21,16106.88,Rejected,05-05-2024,05-05-2025,Gold,Quarterly,0.81
20,VIC,Health,2162.22,1533.43,Approved,27-04-2023,26-04-2024,Standard,Monthly,0.25
34,TAS,Travel,1773.94,3317.54,Approved,29-10-2024,29-10-2025,Basic,Monthly,0.54
24,WA,Car,2529.41,1169.11,Approved,28-08-2024,28-08-2025,Basic,Monthly,0.15
24,NT,Life,3246.62,2522.19,Approved,08-07-2023,07-07-2024,Basic,Monthly,0.2
62,QLD,Car,2456.87,8621.07,Pending,01-06-2023,31-05-2024,Gold,Quarterly,0.75
24,TAS,Home,3153.56,2397.51,Rejected,29-04-2023,28-04-2024,Standard,Quarterly,0.17
40,VIC,Health,4515.6,4737.75,Approved,12-10-2023,11-10-2024,Premium,Annually,0.37
25,TAS,Health,3816.6,2057.81,Rejected,08-08-2023,07-08-2024,Basic,Quarterly,0.2
61,SA,Health,2871.15,5423.29,Approved,24-01-2023,24-01-2024,Gold,Quarterly,0.53
39,TAS,Home,3340.25,2430.22,Approved,15-06-2023,14-06-2024,Standard,Monthly,0.3
35,TAS,Home,1343.6,2021.79,Rejected,09-01-2023,09-01-2024,Premium,Annually,0.46
55,QLD,Life,5865.68,12966.84,Approved,30-08-2024,30-08-2025,Premium,Quarterly,0.78
39,QLD,Home,2731.0,4478.39,Rejected,26-09-2023,25-09-2024,Basic,Quarterly,0.42
21,VIC,Travel,1351.59,664.09,Approved,07-01-2024,06-01-2025,Standard,Monthly,0.21
25,ACT,Car,3419.8,1225.05,Rejected,15-11-2024,15-11-2025,Basic,Monthly,0.12
35,SA,Travel,1126.93,1239.07,Pending,18-02-2023,18-02-2024,Standard,Monthly,0.54
70,SA,Car,4737.03,4345.45,Approved,24-03-2023,23-03-2024,Gold,Annually,0.77
51,ACT,Home,1331.34,1473.17,Rejected,18-11-2024,18-11-2025,Premium,Quarterly,0.57
32,WA,Travel,1053.4,1511.05,Rejected,11-01-2024,10-01-2025,Premium,Annually,0.47
53,QLD,Health,2747.67,4780.22,Rejected,01-12-2023,30-11-2024,Gold,Quarterly,0.54
42,NT,Travel,647.57,638.12,Approved,14-07-2024,14-07-2025,Premium,Annually,0.32
78,NT,Health,6179.17,20167.0,Approved,06-03-2024,06-03-2025,Gold,Quarterly,0.91
58,WA,Life,5717.44,13366.37,Approved,12-11-2024,12-11-2025,Gold,Annually,0.68
55,ACT,Car,1993.76,3238.67,Approved,28-06-2024,28-06-2025,Gold,Annually,0.8
47,NSW,Travel,1286.44,1710.13,Approved,28-02-2024,27-02-2025,Premium,Annually,0.49
28,VIC,Travel,987.58,1217.72,Pending,28-09-2024,28-09-2025,Basic,Quarterly,0.26
62,TAS,Home,5981.49,17184.45,Approved,10-01-2024,09-01-2025,Gold,Annually,0.77
59,NSW,Car,1471.35,1604.44,Approved,01-04-2024,01-04-2025,Gold,Annually,0.76
35,ACT,Life,5093.62,6377.74,Approved,25-04-2024,25-04-2025,Premium,Quarterly,0.31
37,ACT,Life,3484.46,8298.85,Rejected,10-12-2023,09-12-2024,Standard,Monthly,0.53
79,ACT,Travel,459.3,1285.09,Approved,21-08-2023,20-08-2024,Gold,Annually,0.74
24,TAS,Life,1870.2,831.79,Approved,06-02-2024,05-02-2025,Basic,Monthly,0.25
39,NSW,Health,4637.45,3339.16,Approved,10-02-2024,09-02-2025,Basic,Quarterly,0.3
48,ACT,Car,745.08,1170.18,Approved,10-05-2023,09-05-2024,Premium,Annually,0.36
20,ACT,Life,4851.35,2042.07,Approved,07-09-2023,06-09-2024,Basic,Monthly,0.12
23,NSW,Life,1358.92,451.91,Approved,02-05-2024,02-05-2025,Standard,Monthly,0.12
39,QLD,Home,2830.38,2638.57,Approved,29-06-2024,29-06-2025,Standard,Monthly,0.36
33,ACT,Home,2664.41,2944.7,Pending,13-05-2023,12-05-2024,Standard,Monthly,0.4
53,SA,Life,3802.39,8497.18,Rejected,25-04-2024,25-04-2025,Gold,Annually,0.65
57,VIC,Travel,526.35,1680.91,Approved,14-03-2024,14-03-2025,Gold,Quarterly,0.77
37,VIC,Car,1397.9,1233.24,Rejected,05-06-2023,04-06-2024,Standard,Monthly,0.37
31,NSW,Car,3016.48,2578.17,Approved,08-01-2024,07-01-2025,Basic,Quarterly,0.33
53,VIC,Home,2628.11,3213.98,Approved,19-07-2023,18-07-2024,Gold,Annually,0.53
39,ACT,Life,2852.92,2671.27,Approved,09-01-2023,09-01-2024,Basic,Monthly,0.32
57,NSW,Health,2525.42,6154.46,Approved,22-10-2024,22-10-2025,Premium,Annually,0.73
23,VIC,Home,2127.25,1391.01,Approved,30-07-2024,30-07-2025,Standard,Monthly,0.28
50,ACT,Life,2027.57,3969.78,Approved,28-03-2023,27-03-2024,Premium,Quarterly,0.4
35,NT,Home,2854.45,4668.93,Approved,25-01-2024,24-01-2025,Premium,Annually,0.52
55,VIC,Life,2924.68,6594.92,Approved,27-02-2023,27-02-2024,Gold,Annually,0.59
35,QLD,Health,4448.22,7926.34,Approved,28-07-2023,27-07-2024,Basic,Monthly,0.5
55,NT,Car,3226.9,2785.17,Approved,03-07-2023,02-07-2024,Gold,Annually,0.51
32,QLD,Car,1400.55,687.79,Approved,20-06-2023,19-06-2024,Basic,Quarterly,0.38
32,WA,Travel,579.26,596.41,Pending,10-06-2024,10-06-2025,Basic,Quarterly,0.31
33,WA,Life,2670.32,6199.02,Approved,03-09-2024,03-09-2025,Standard,Monthly,0.59
64,SA,Health,6829.22,13539.17,Approved,09-10-2023,08-10-2024,Gold,Annually,0.75
38,TAS,Life,2946.79,4602.86,Approved,27-03-2023,26-03-2024,Standard,Quarterly,0.42
24,VIC,Travel,714.5,108.69,Approved,07-11-2024,07-11-2025,Standard,Monthly,0.1
70,QLD,Health,2291.73,4957.37,Approved,17-11-2023,16-11-2024,Gold,Annually,0.77
28,SA,Car,3075.6,1238.7,Approved,11-07-2023,10-07-2024,Basic,Monthly,0.21
20,NT,Home,3964.29,950.21,Approved,16-11-2024,16-11-2025,Standard,Monthly,0.23
24,ACT,Home,3439.03,3092.75,Rejected,05-09-2024,05-09-2025,Basic,Monthly,0.22
75,WA,Car,4614.21,6013.82,Rejected,27-11-2023,26-11-2024,Gold,Annually,0.72
30,VIC,Travel,358.86,51.65,Approved,27-08-2024,27-08-2025,Basic,Monthly,0.13
24,NT,Car,1017.44,700.77,Approved,05-07-2023,04-07-2024,Basic,Monthly,0.24
20,VIC,Car,1678.24,1368.32,Approved,02-12-2024,02-12-2025,Basic,Monthly,0.18
27,VIC,Car,3027.23,704.03,Approved,22-12-2023,21-12-2024,Basic,Monthly,0.12
35,TAS,Health,2011.38,1470.92,Approved,13-07-2024,13-07-2025,Standard,Monthly,0.56
74,SA,Car,2302.5,4884.52,Approved,02-12-2024,02-12-2025,Gold,Annually,0.79
27,SA,Car,3345.72,1840.97,Approved,29-09-2023,28-09-2024,Standard,Monthly,0.19
46,NT,Car,3883.32,4531.22,Approved,08-12-2024,08-12-2025,Premium,Annually,0.4
53,WA,Travel,1940.62,1736.68,Approved,28-10-2024,28-10-2025,Gold,Quarterly,0.51
62,NT,Health,5615.44,5233.95,Approved,23-01-2023,23-01-2024,Gold,Quarterly,0.74
35,QLD,Home,3966.69,4695.92,Pending,03-10-2024,03-10-2025,Premium,Annually,0.3
28,SA,Life,3584.23,666.06,Approved,10-01-2023,10-01-2024,Standard,Quarterly,0.16
43,TAS,Health,2834.75,3148.21,Approved,14-01-2024,13-01-2025,Premium,Quarterly,0.34
39,ACT,Home,4127.57,4035.65,Pending,26-06-2024,26-06-2025,Premium,Quarterly,0.48
22,NSW,Travel,853.47,633.44,Approved,14-09-2024,14-09-2025,Basic,Monthly,0.24
22,VIC,Home,1606.61,1964.15,Approved,16-06-2023,15-06-2024,Standard,Monthly,0.26
29,NSW,Life,3974.22,2580.32,Approved,11-06-2024,11-06-2025,Basic,Quarterly,0.17
36,QLD,Health,3442.18,8005.65,Approved,08-10-2023,07-10-2024,Basic,Monthly,0.59
74,TAS,Travel,2443.39,5611.8,Approved,26-09-2023,25-09-2024,Gold,Annually,0.85
54,ACT,Health,5284.93,4143.65,Approved,20-10-2023,19-10-2024,Premium,Annually,0.75
36,NT,Car,1902.46,916.97,Approved,05-08-2023,04-08-2024,Basic,Monthly,0.33
39,VIC,Life,4667.48,7531.84,Rejected,08-04-2023,07-04-2024,Premium,Quarterly,0.45
51,NT,Home,1165.77,1098.29,Approved,14-04-2024,14-04-2025,Gold,Annually,0.61
37,TAS,Home,2999.52,3869.75,Pending,03-02-2023,03-02-2024,Standard,Monthly,0.45
37,NT,Home,5168.97,10618.38,Approved,28-02-2023,28-02-2024,Premium,Quarterly,0.47
30,ACT,Life,1572.81,392.5,Approved,03-04-2023,02-04-2024,Standard,Quarterly,0.21
51,WA,Car,1673.06,1626.67,Approved,04-12-2024,04-12-2025,Premium,Annually,0.51
78,WA,Life,7038.47,9063.75,Rejected,07-08-2024,07-08-2025,Gold,Annually,0.93
29,TAS,Life,2542.56,3073.8,Approved,13-01-2024,12-01-2025,Standard,Quarterly,0.3
37,WA,Health,2854.43,3876.44,Rejected,18-04-2023,17-04-2024,Basic,Monthly,0.5
33,ACT,Travel,2011.8,1234.64,Approved,23-01-2023,23-01-2024,Standard,Monthly,0.43
38,SA,Home,5084.72,5886.27,Approved,17-04-2023,16-04-2024,Premium,Quarterly,0.31
23,WA,Health,3215.97,1170.6,Pending,25-10-2023,24-10-2024,Standard,Monthly,0.13
57,WA,Life,6291.05,9572.44,Approved,29-04-2023,28-04-2024,Premium,Annually,0.75
30,WA,Life,2608.64,1131.6,Rejected,28-02-2024,27-02-2025,Standard,Monthly,0.11
35,NSW,Home,1536.09,1515.56,Rejected,10-06-2024,10-06-2025,Premium,Annually,0.3
42,WA,Health,5959.14,4448.95,Rejected,21-09-2023,20-09-2024,Premium,Quarterly,0.54
41,ACT,Health,3708.07,1938.65,Approved,28-02-2023,28-02-2024,Premium,Quarterly,0.31
20,TAS,Life,4571.16,6308.6,Pending,12-05-2024,12-05-2025,Basic,Monthly,0.29
24,SA,Life,4685.22,3913.45,Approved,11-01-2024,10-01-2025,Standard,Monthly,0.29
29,NT,Life,1999.02,1778.28,Approved,23-04-2023,22-04-2024,Basic,Monthly,0.18
39,TAS,Car,1975.6,3307.16,Approved,06-11-2023,05-11-2024,Premium,Annually,0.46
73,TAS,Health,4825.1,12975.74,Rejected,01-02-2024,31-01-2025,Gold,Annually,0.94
52,WA,Life,3374.05,9266.45,Rejected,04-04-2024,04-04-2025,Premium,Annually,0.78
55,NSW,Travel,1758.94,1856.86,Approved,20-12-2024,20-12-2025,Premium,Annually,0.58
58,VIC,Life,4269.15,7799.5,Approved,11-03-2023,10-03-2024,Premium,Annually,0.69
49,NT,Travel,1706.3,1491.75,Approved,02-04-2024,02-04-2025,Premium,Annually,0.58
22,VIC,Travel,1368.25,976.29,Pending,18-04-2024,18-04-2025,Standard,Monthly,0.23
60,TAS,Health,2918.57,4055.56,Pending,22-01-2024,21-01-2025,Gold,Quarterly,0.62
20,SA,Travel,1124.15,281.76,Approved,21-11-2023,20-11-2024,Standard,Quarterly,0.17
41,SA,Health,3334.36,1288.59,Approved,09-12-2024,09-12-2025,Premium,Annually,0.38
63,QLD,Health,4009.18,9017.31,Approved,26-12-2024,26-12-2025,Gold,Annually,0.59
34,ACT,Life,1649.08,3475.93,Rejected,17-04-2024,17-04-2025,Standard,Monthly,0.53
23,NSW,Car,2366.61,1521.49,Approved,29-08-2023,28-08-2024,Standard,Quarterly,0.23
22,TAS,Travel,1168.16,679.45,Approved,20-01-2023,20-01-2024,Basic,Monthly,0.2
33,NT,Home,4077.29,7300.19,Rejected,05-11-2024,05-11-2025,Standard,Monthly,0.42
21,ACT,Health,2647.75,1872.29,Approved,06-12-2024,06-12-2025,Basic,Monthly,0.16
26,VIC,Travel,1272.82,1043.99,Approved,03-09-2024,03-09-2025,Basic,Quarterly,0.26
27,QLD,Travel,1387.36,898.72,Approved,28-05-2023,27-05-2024,Basic,Monthly,0.26
54,ACT,Car,4013.72,7855.05,Approved,27-08-2024,27-08-2025,Gold,Quarterly,0.5
38,ACT,Travel,1758.87,1277.91,Rejected,14-04-2023,13-04-2024,Basic,Quarterly,0.33
36,TAS,Car,4108.9,6925.99,Rejected,10-07-2023,09-07-2024,Standard,Monthly,0.44
77,QLD,Travel,1222.23,4563.2,Pending,29-11-2023,28-11-2024,Gold,Annually,0.85
50,VIC,Travel,915.94,1571.86,Approved,21-10-2024,21-10-2025,Gold,Annually,0.35
39,VIC,Travel,2294.2,2197.61,Approved,27-09-2023,26-09-2024,Premium,Annually,0.52
24,NSW,Car,1587.87,1703.59,Approved,10-06-2024,10-06-2025,Basic,Monthly,0.22
38,ACT,Health,3175.12,7785.03,Rejected,16-10-2023,15-10-2024,Basic,Quarterly,0.55
23,ACT,Home,4146.14,3088.49,Approved,16-08-2023,15-08-2024,Standard,Monthly,0.21
25,NT,Car,1423.06,1302.49,Rejected,07-02-2023,07-02-2024,Basic,Quarterly,0.19
28,VIC,Travel,306.97,100.48,Approved,15-08-2024,15-08-2025,Basic,Quarterly,0.15
35,TAS,Home,2385.62,2418.3,Approved,11-03-2024,11-03-2025,Premium,Annually,0.55
34,NSW,Health,3498.91,1531.38,Approved,28-06-2023,27-06-2024,Basic,Quarterly,0.34
41,TAS,Life,1648.43,967.62,Approved,02-07-2023,01-07-2024,Premium,Annually,0.33
22,NT,Home,1482.63,628.52,Approved,16-03-2023,15-03-2024,Basic,Monthly,0.14
25,ACT,Health,5014.59,4966.29,Approved,06-02-2024,05-02-2025,Standard,Monthly,0.29
44,VIC,Health,2250.25,4062.35,Approved,24-06-2024,24-06-2025,Premium,Annually,0.49
73,NT,Life,2926.98,11103.92,Approved,06-12-2023,05-12-2024,Gold,Annually,0.76
29,NSW,Health,4614.38,876.1,Approved,01-07-2023,30-06-2024,Standard,Monthly,0.11
57,WA,Home,3673.85,7004.74,Pending,29-05-2023,28-05-2024,Gold,Annually,0.54
22,ACT,Health,2714.7,2164.88,Approved,01-12-2023,30-11-2024,Standard,Monthly,0.27
74,VIC,Life,7064.03,11946.7,Rejected,07-08-2024,07-08-2025,Gold,Annually,0.93
78,NSW,Health,4638.59,11064.04,Rejected,02-07-2023,01-07-2024,Gold,Quarterly,0.78
32,TAS,Health,5079.3,7831.4,Rejected,27-09-2023,26-09-2024,Premium,Quarterly,0.31
73,WA,Home,1541.8,4466.0,Approved,09-10-2024,09-10-2025,Gold,Quarterly,0.71
42,NT,Home,4427.72,4573.92,Approved,22-09-2024,22-09-2025,Premium,Annually,0.58
38,ACT,Life,1973.63,3086.11,Approved,05-07-2024,05-07-2025,Basic,Monthly,0.34
27,ACT,Health,2063.58,986.79,Approved,31-01-2024,30-01-2025,Standard,Monthly,0.26
45,ACT,Life,6231.85,7820.35,Approved,08-11-2024,08-11-2025,Premium,Quarterly,0.34
69,VIC,Car,5971.76,7792.01,Approved,02-12-2024,02-12-2025,Gold,Annually,0.72
46,VIC,Health,3643.84,3113.92,Approved,18-01-2023,18-01-2024,Premium,Annually,0.43
40,TAS,Car,4588.44,4957.49,Rejected,01-07-2024,01-07-2025,Premium,Annually,0.36
63,WA,Travel,874.71,1386.42,Approved,07-05-2023,06-05-2024,Gold,Annually,0.62
37,NT,Life,3064.76,7272.1,Approved,13-08-2024,13-08-2025,Basic,Quarterly,0.57
62,QLD,Car,1788.49,2625.07,Approved,03-07-2024,03-07-2025,Gold,Annually,0.76
75,SA,Car,4982.72,10361.38,Rejected,07-12-2024,07-12-2025,Gold,Annually,0.88
63,NT,Life,6928.22,10998.29,Approved,18-07-2023,17-07-2024,Gold,Quarterly,0.72
35,TAS,Life,4337.72,8831.82,Rejected,27-02-2024,26-02-2025,Basic,Monthly,0.47
33,VIC,Health,5511.96,6332.75,Approved,15-04-2023,14-04-2024,Premium,Annually,0.36
61,VIC,Home,2208.21,2910.09,Pending,16-06-2024,16-06-2025,Gold,Quarterly,0.62
53,NT,Health,1861.34,1880.31,Approved,04-04-2024,04-04-2025,Gold,Quarterly,0.6
28,TAS,Car,763.69,597.61,Rejected,04-08-2023,03-08-2024,Standard,Quarterly,0.16
54,NSW,Health,6289.52,3781.66,Approved,21-09-2023,20-09-2024,Gold,Annually,0.56
39,NT,Health,2254.61,3661.23,Approved,17-10-2024,17-10-2025,Basic,Monthly,0.48
29,VIC,Travel,1311.06,495.82,Approved,04-05-2024,04-05-2025,Basic,Quarterly,0.22
33,NT,Travel,628.65,384.38,Approved,03-01-2023,03-01-2024,Standard,Monthly,0.46
25,WA,Health,4063.69,1055.45,Approved,24-04-2023,23-04-2024,Standard,Monthly,0.14
45,WA,Home,4717.87,6435.42,Approved,06-04-2023,05-04-2024,Premium,Annually,0.39
30,TAS,Life,4751.72,1422.44,Approved,05-12-2023,04-12-2024,Basic,Quarterly,0.26
21,NSW,Life,2862.63,2474.07,Rejected,21-02-2024,20-02-2025,Standard,Monthly,0.23
27,ACT,Car,3218.4,2507.5,Approved,25-06-2023,24-06-2024,Basic,Monthly,0.19
30,NSW,Home,4121.19,1828.03,Rejected,04-05-2024,04-05-2025,Standard,Quarterly,0.29
48,VIC,Travel,2370.86,1745.51,Approved,26-03-2023,25-03-2024,Premium,Annually,0.57
35,TAS,Health,2174.18,1396.37,Approved,07-11-2024,07-11-2025,Basic,Monthly,0.41
20,WA,Car,538.82,251.45,Pending,04-07-2023,03-07-2024,Basic,Monthly,0.23
47,NSW,Car,875.97,1254.03,Rejected,30-01-2023,30-01-2024,Premium,Annually,0.33
39,WA,Life,1433.7,1548.29,Approved,16-10-2023,15-10-2024,Basic,Quarterly,0.59
37,SA,Life,1804.52,1911.86,Approved,16-04-2023,15-04-2024,Basic,Quarterly,0.48
20,TAS,Life,4825.09,3917.35,Approved,09-06-2023,08-06-2024,Basic,Monthly,0.2
53,ACT,Life,3445.29,9765.47,Pending,02-07-2023,01-07-2024,Premium,Quarterly,0.71
24,QLD,Home,920.29,322.65,Approved,17-12-2023,16-12-2024,Standard,Monthly,0.21
24,VIC,Travel,439.6,209.07,Approved,18-02-2024,17-02-2025,Standard,Monthly,0.16
35,VIC,Car,1821.49,3085.88,Approved,31-10-2023,30-10-2024,Basic,Monthly,0.45
76,ACT,Health,6024.99,17997.75,Pending,21-11-2024,21-11-2025,Gold,Annually,0.71
69,NT,Car,2188.02,4714.53,Rejected,03-12-2024,03-12-2025,Gold,Annually,0.51
50,SA,Health,3115.81,4778.03,Approved,21-01-2024,20-01-2025,Premium,Annually,0.31
51,TAS,Health,5302.53,5789.87,Approved,03-09-2024,03-09-2025,Gold,Annually,0.52
52,NSW,Health,6420.31,11637.55,Approved,12-04-2024,12-04-2025,Premium,Annually,0.53
58,SA,Home,2612.79,2454.49,Approved,14-03-2024,14-03-2025,Gold,Quarterly,0.69
35,ACT,Life,1277.22,704.61,Approved,29-01-2023,29-01-2024,Basic,Monthly,0.54
36,WA,Travel,1053.8,656.23,Approved,20-11-2023,19-11-2024,Basic,Monthly,0.33
29,QLD,Health,3428.16,1133.99,Approved,22-05-2023,21-05-2024,Standard,Quarterly,0.17
70,NT,Travel,2903.76,6094.26,Approved,14-10-2023,13-10-2024,Gold,Quarterly,0.73
65,VIC,Car,5029.12,4415.73,Approved,17-02-2023,17-02-2024,Gold,Quarterly,0.74
46,QLD,Home,3140.44,2339.16,Approved,19-05-2023,18-05-2024,Premium,Annually,0.34
28,SA,Health,1245.68,418.83,Approved,12-05-2023,11-05-2024,Standard,Monthly,0.29
39,TAS,Travel,1738.83,3128.27,Rejected,28-04-2023,27-04-2024,Standard,Monthly,0.42
34,WA,Travel,1192.15,648.78,Rejected,08-05-2023,07-05-2024,Basic,Monthly,0.43
77,TAS,Health,1596.16,3497.34,Rejected,21-11-2024,21-11-2025,Gold,Quarterly,0.72
27,ACT,Car,3031.47,2302.61,Approved,26-03-2024,26-03-2025,Basic,Quarterly,0.16
32,WA,Health,2644.15,6279.82,Rejected,19-03-2024,19-03-2025,Premium,Annually,0.59
49,QLD,Life,1433.38,1591.17,Approved,29-11-2024,29-11-2025,Premium,Annually,0.3
22,WA,Car,3138.38,2175.87,Approved,08-06-2023,07-06-2024,Basic,Monthly,0.24
28,WA,Health,2114.49,1608.96,Rejected,05-07-2023,04-07-2024,Standard,Quarterly,0.28
20,WA,Life,3884.11,1479.81,Approved,24-08-2024,24-08-2025,Standard,Monthly,0.25
63,NSW,Travel,917.34,962.2,Pending,07-11-2023,06-11-2024,Gold,Annually,0.53
20,NT,Life,2374.17,791.81,Approved,28-09-2024,28-09-2025,Standard,Quarterly,0.2
62,WA,Life,2300.09,3428.16,Approved,01-07-2023,30-06-2024,Gold,Annually,0.76
75,VIC,Home,2724.32,7363.8,Rejected,28-03-2024,28-03-2025,Gold,Quarterly,0.84
60,QLD,Home,4424.86,7932.67,Approved,06-05-2023,05-05-2024,Gold,Annually,0.61
31,ACT,Health,1416.61,2538.93,Approved,09-12-2023,08-12-2024,Standard,Quarterly,0.59
52,VIC,Travel,2777.67,6141.08,Approved,18-12-2024,18-12-2025,Gold,Annually,0.77
35,NSW,Home,1016.94,2531.53,Rejected,01-02-2024,31-01-2025,Premium,Annually,0.57
29,QLD,Health,1200.26,1186.81,Approved,03-06-2024,03-06-2025,Basic,Monthly,0.22
53,NSW,Car,4500.93,12742.91,Approved,29-04-2023,28-04-2024,Gold,Annually,0.63
32,WA,Car,2333.55,4081.51,Pending,22-03-2023,21-03-2024,Standard,Quarterly,0.36
35,ACT,Life,2458.02,2286.8,Pending,11-02-2023,11-02-2024,Standard,Quarterly,0.57
47,NT,Health,4976.04,4111.37,Rejected,09-05-2023,08-05-2024,Premium,Annually,0.41
54,TAS,Life,4416.06,7298.32,Rejected,27-08-2024,27-08-2025,Premium,Annually,0.66
33,VIC,Life,1632.96,1921.76,Rejected,31-10-2023,30-10-2024,Basic,Monthly,0.52
32,NT,Home,3677.37,7699.21,Pending,31-01-2023,31-01-2024,Standard,Monthly,0.59
57,WA,Health,5613.07,5497.65,Approved,03-08-2024,03-08-2025,Premium,Annually,0.7
28,WA,Travel,407.58,240.59,Approved,14-04-2023,13-04-2024,Standard,Monthly,0.17
25,TAS,Health,3168.98,2534.18,Approved,17-09-2023,16-09-2024,Standard,Monthly,0.18
29,ACT,Health,4988.73,2874.22,Rejected,01-08-2023,31-07-2024,Standard,Monthly,0.18
63,SA,Travel,527.31,604.4,Pending,01-08-2023,31-07-2024,Gold,Quarterly,0.51
69,QLD,Travel,1282.41,2881.05,Approved,06-12-2023,05-12-2024,Gold,Annually,0.66
21,QLD,Car,1993.5,2512.28,Approved,10-01-2023,10-01-2024,Basic,Quarterly,0.28
72,NSW,Home,4612.42,17599.13,Rejected,01-10-2024,01-10-2025,Gold,Annually,0.8
20,QLD,Life,3882.25,1326.67,Approved,11-08-2023,10-08-2024,Standard,Monthly,0.18
37,SA,Life,3445.42,8167.85,Rejected,24-11-2024,24-11-2025,Basic,Monthly,0.5
46,WA,Home,2091.26,1152.22,Rejected,25-04-2023,24-04-2024,Premium,Annually,0.52
26,WA,Car,2050.51,300.8,Pending,13-03-2023,12-03-2024,Basic,Monthly,0.11
23,VIC,Health,2178.69,2213.52,Approved,12-06-2024,12-06-2025,Basic,Monthly,0.27
29,SA,Travel,1206.68,769.38,Approved,19-10-2023,18-10-2024,Standard,Monthly,0.24
54,QLD,Home,4198.56,10953.0,Approved,09-05-2023,08-05-2024,Premium,Quarterly,0.73
71,WA,Home,4914.87,7431.48,Approved,17-01-2024,16-01-2025,Gold,Quarterly,0.88
59,SA,Health,4537.76,5108.2,Approved,14-10-2023,13-10-2024,Gold,Annually,0.5
25,ACT,Life,4369.27,2191.33,Approved,20-03-2023,19-03-2024,Standard,Monthly,0.15
26,NT,Travel,1672.9,617.09,Approved,22-06-2024,22-06-2025,Basic,Quarterly,0.17
37,QLD,Home,560.83,758.57,Approved,04-07-2023,03-07-2024,Basic,Monthly,0.59
30,TAS,Travel,1634.48,1119.53,Approved,28-12-2024,28-12-2025,Basic,Quarterly,0.15
27,QLD,Life,1926.27,1462.76,Approved,03-10-2024,03-10-2025,Basic,Monthly,0.19
34,WA,Life,4930.43,7039.21,Approved,02-05-2023,01-05-2024,Basic,Quarterly,0.35
31,WA,Home,2765.66,4652.66,Approved,24-05-2024,24-05-2025,Standard,Quarterly,0.39
30,WA,Life,3295.78,2094.44,Pending,08-11-2024,08-11-2025,Basic,Monthly,0.23
21,QLD,Car,2251.83,741.01,Approved,20-11-2023,19-11-2024,Standard,Quarterly,0.2
78,QLD,Travel,1933.82,3864.12,Pending,11-08-2023,10-08-2024,Gold,Annually,0.72
26,WA,Home,3648.93,1716.3,Approved,20-11-2024,20-11-2025,Standard,Monthly,0.13
28,TAS,Health,3698.85,799.92,Approved,18-08-2024,18-08-2025,Standard,Quarterly,0.17
37,ACT,Health,3859.35,3367.4,Approved,05-08-2024,05-08-2025,Basic,Quarterly,0.57
29,VIC,Travel,1819.72,1834.38,Approved,17-05-2024,17-05-2025,Basic,Quarterly,0.22
20,TAS,Home,3547.75,1743.42,Approved,17-08-2024,17-08-2025,Standard,Monthly,0.19
78,ACT,Car,5908.12,10447.47,Pending,19-11-2023,18-11-2024,Gold,Annually,0.77
76,ACT,Travel,2384.24,8740.77,Approved,19-09-2024,19-09-2025,Gold,Annually,0.76
52,SA,Travel,937.71,1262.47,Approved,12-08-2023,11-08-2024,Gold,Annually,0.55
56,QLD,Travel,2664.57,5571.98,Rejected,09-06-2023,08-06-2024,Gold,Annually,0.77
39,TAS,Health,1523.52,1597.9,Approved,23-02-2023,23-02-2024,Basic,Quarterly,0.54
27,SA,Car,1231.84,495.5,Rejected,01-11-2023,31-10-2024,Basic,Monthly,0.25
57,QLD,Life,5908.24,18234.97,Rejected,22-08-2023,21-08-2024,Premium,Annually,0.73
29,SA,Life,2201.64,1688.97,Approved,30-11-2023,29-11-2024,Basic,Quarterly,0.18
48,NT,Car,4939.34,8073.47,Approved,22-06-2023,21-06-2024,Premium,Quarterly,0.59
56,NSW,Health,1954.88,1719.2,Approved,27-09-2024,27-09-2025,Gold,Annually,0.66
29,NT,Travel,1280.9,1031.58,Rejected,18-03-2024,18-03-2025,Standard,Quarterly,0.18
39,VIC,Health,4467.78,4628.43,Approved,20-05-2023,19-05-2024,Premium,Annually,0.33
23,VIC,Home,2129.27,570.32,Approved,05-12-2023,04-12-2024,Basic,Monthly,0.13
26,NT,Health,3821.41,1916.51,Rejected,12-08-2024,12-08-2025,Basic,Quarterly,0.17
26,TAS,Home,2381.1,812.31,Rejected,13-01-2023,13-01-2024,Standard,Monthly,0.3
72,WA,Travel,821.0,2774.1,Rejected,20-07-2024,20-07-2025,Gold,Quarterly,0.94
43,VIC,Health,3490.37,5747.35,Approved,23-02-2023,23-02-2024,Premium,Annually,0.34
20,ACT,Travel,788.05,665.52,Approved,17-08-2023,16-08-2024,Basic,Monthly,0.26
28,QLD,Travel,1244.32,542.84,Approved,30-08-2024,30-08-2025,Standard,Monthly,0.15
26,NT,Home,3582.14,3203.73,Approved,04-03-2024,04-03-2025,Standard,Monthly,0.21
75,QLD,Home,1406.1,4321.77,Approved,16-04-2024,16-04-2025,Gold,Annually,0.82
21,SA,Health,2964.55,990.46,Approved,07-02-2024,06-02-2025,Basic,Quarterly,0.15
